relative,relative,Person,Person,http://dbpedia.org/ontology/relative,15834,who is the relative of <X>,who is the relative of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/relative> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/relative> [] . ?a a <http://dbpedia.org/ontology/Place> }
residence,residence,Person,Place,http://dbpedia.org/ontology/residence,69284,Where is the residence of <X>,Where is the residence of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/residence> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/residence> [] . ?a a <http://dbpedia.org/ontology/Place> }
restingDate,resting date,Person,xsd:date,,,When is the resting date of <X>,When is the resting date of <X>
restingPlace,resting place,Person,Place,http://dbpedia.org/ontology/restingPlace,24384,Where is the resting place of <X>,Where is the resting place of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/restingPlace> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/restingPlace> [] . ?a a <http://dbpedia.org/ontology/Place> }
restingPlacePosition,resting place position,Person,geo:SpatialThing,http://dbpedia.org/ontology/restingPlacePosition,538,what is the resting place position of <X>,what is the resting place position of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/restingPlacePosition> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/restingPlacePosition> [] . ?a a <http://dbpedia.org/ontology/Place> }
retirementDate,retirement date,Person,xsd:date,,,When is the retirement date of <X>,When is the retirement date of <X>
roleInEvent,A Person's role in an event,Agent,Event,,,what is the A Person's role in an event of <X>,what is the A Person's role in an event of <X>
salary,salary,Person,Currency,http://dbpedia.org/ontology/salary,406,what is the salary of <X>,what is the salary of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/salary> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/salary> [] . ?a a <http://dbpedia.org/ontology/Place> }
scene,scene,Person,xsd:string,,,what is the scene of <X>,what is the scene of <X>
school,school,Person,EducationalInstitution,http://dbpedia.org/ontology/school,5614,what is the school of <X>,what is the school of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/school> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/school> [] . ?a a <http://dbpedia.org/ontology/Place> }
season,season,Agent,owl:Thing,http://dbpedia.org/ontology/season,10915,what is the season of <X>,what is the season of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/season> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/season> [] . ?a a <http://dbpedia.org/ontology/Place> }
seasonManager,season manager,Person,xsd:string,,,what is the season manager of <X>,what is the season manager of <X>
second,second,Person,xsd:nonNegativeInteger,,,what is the second of <X>,what is the second of <X>
seiyu,seiyu,Person,Person,,,who is the seiyu of <X>,who is the seiyu of <X>
sentence,sentence,Person,xsd:string,,,what is the sentence of <X>,what is the sentence of <X>
sex,sex,Person,xsd:string,http://dbpedia.org/ontology/sex,4036,what is the sex of <X>,what is the sex of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/sex> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/sex> [] . ?a a <http://dbpedia.org/ontology/Place> }
sexualOrientation,sexual orientation,Person,owl:Thing,,,what is the sexual orientation of <X>,what is the sexual orientation of <X>
shoeNumber,shoe number,Person,xsd:positiveInteger,http://dbpedia.org/ontology/shoeNumber,25,what is the shoe number of <X>,what is the shoe number of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/shoeNumber> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/shoeNumber> [] . ?a a <http://dbpedia.org/ontology/Place> }
shoeSize,shoe size,Person,xsd:string,http://dbpedia.org/ontology/shoeSize,376,what is the shoe size of <X>,what is the shoe size of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/shoeSize> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/shoeSize> [] . ?a a <http://dbpedia.org/ontology/Place> }
shoot,shoot,Person,xsd:string,,,what is the shoot of <X>,what is the shoot of <X>
shortProgCompetition,short prog competition,Person,xsd:string,,,what is the short prog competition of <X>,what is the short prog competition of <X>
shortProgScore,short prog score,Person,xsd:string,,,what is the short prog score of <X>,what is the short prog score of <X>
sibling,sibling,Person,Person,,,who is the sibling of <X>,who is the sibling of <X>
signature,signature,Person,xsd:string,http://dbpedia.org/ontology/signature,1912,what is the signature of <X>,what is the signature of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/signature> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/signature> [] . ?a a <http://dbpedia.org/ontology/Place> }
significantProject,significant project,Person,owl:Thing,http://dbpedia.org/ontology/significantProject,1382,what is the significant project of <X>,what is the significant project of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/significantProject> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/significantProject> [] . ?a a <http://dbpedia.org/ontology/Place> }
skinColor,skin color,Person,xsd:string,,,what is the skin color of <X>,what is the skin color of <X>
specialTrial,special trial,Person,xsd:nonNegativeInteger,,,what is the special trial of <X>,what is the special trial of <X>
speciality,speciality,Person,xsd:string,,,what is the speciality of <X>,what is the speciality of <X>
sportDiscipline,sport discipline,Person,Sport,,,what is the sport discipline of <X>,what is the sport discipline of <X>
sportsFunction,sports function,Person,xsd:string,,,what is the sports function of <X>,what is the sports function of <X>
spouse,spouse,Person,Person,http://dbpedia.org/ontology/spouse,37781,who is the spouse of <X>,who is the spouse of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/spouse> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/spouse> [] . ?a a <http://dbpedia.org/ontology/Place> }
spouseName,spouse name,Person,xsd:string,,,what is the spouse name of <X>,what is the spouse name of <X>
startCareer,start career,Person,xsd:string,,,what is the start career of <X>,what is the start career of <X>
startReign,start reign,Person,skos:Concept,,,what is the start reign of <X>,what is the start reign of <X>
startWct,start xct,Person,xsd:string,,,what is the start xct of <X>,what is the start xct of <X>
startWqs,start wqs,Person,xsd:string,,,what is the start wqs of <X>,what is the start wqs of <X>
stateOfOrigin,state of origin,Person,Country,http://dbpedia.org/ontology/stateOfOrigin,38461,what is the state of origin of <X>,what is the state of origin of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/stateOfOrigin> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/stateOfOrigin> [] . ?a a <http://dbpedia.org/ontology/Place> }
statusManager,status manager,Person,xsd:string,,,what is the status manager of <X>,what is the status manager of <X>
student,student,Person,Person,,,who is the student of <X>,who is the student of <X>
tattoo,tattoo,Person,xsd:string,,,what is the tattoo of <X>,what is the tattoo of <X>
teamManager,team manager,Person,SportsTeam,,,what is the team manager of <X>,what is the team manager of <X>
temple,temple,Person,xsd:string,,,what is the temple of <X>,what is the temple of <X>
templeYear,temple year,Person,xsd:string,,,what is the temple year of <X>,what is the temple year of <X>
tessitura,tessitura,Person,xsd:string,,,what is the tessitura of <X>,what is the tessitura of <X>
third,third,Person,xsd:nonNegativeInteger,,,what is the third of <X>,what is the third of <X>
titleDate,title date,Person,xsd:date,,,When is the title date of <X>,When is the title date of <X>
tvShow,tvShow,Person,TelevisionShow,,,what is the tvShow of <X>,what is the tvShow of <X>
usopenWins,usopen wins,Person,skos:Concept,,,what is the usopen wins of <X>,what is the usopen wins of <X>
usurper,usurper,Person,Person,,,who is the usurper of <X>,who is the usurper of <X>
victory,victory,Person,xsd:nonNegativeInteger,,,what is the victory of <X>,what is the victory of <X>
victoryAsMgr,victory as manager,Person,xsd:nonNegativeInteger,,,what is the victory as manager of <X>,what is the victory as manager of <X>
victoryPercentageAsMgr,victory percentage as manager,Person,xsd:double,,,what is the victory percentage as manager of <X>,what is the victory percentage as manager of <X>
waistSize,waist size,Person,Length,http://dbpedia.org/ontology/waistSize,394,what is the waist size of <X>,what is the waist size of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/waistSize> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/waistSize> [] . ?a a <http://dbpedia.org/ontology/Place> }
weddingParentsDate,Parents Wedding Date,Person,xsd:date,,,When is the Parents Wedding Date of <X>,When is the Parents Wedding Date of <X>
world,world,Person,skos:Concept,,,what is the world of <X>,what is the world of <X>
worldTournament,world tournament,Person,Tournament,,,what is the world tournament of <X>,what is the world tournament of <X>
worldTournamentBronze,world tournament bronze,Person,xsd:nonNegativeInteger,,,what is the world tournament bronze of <X>,what is the world tournament bronze of <X>
worldTournamentGold,world tournament gold,Person,xsd:nonNegativeInteger,,,what is the world tournament gold of <X>,what is the world tournament gold of <X>
worldTournamentSilver,world tournament silver,Person,xsd:nonNegativeInteger,,,what is the world tournament silver of <X>,what is the world tournament silver of <X>
