relative,relative,Person,Person,http://dbpedia.org/ontology/relative,15834,who is the relative of <X>,who is the relative of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/relative> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/relative> [] . ?a a <http://dbpedia.org/ontology/Place> }
residence,residence,Person,Place,http://dbpedia.org/ontology/residence,69284,who is the residence of <X>,who is the residence of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/residence> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/residence> [] . ?a a <http://dbpedia.org/ontology/Place> }
restingDate,resting date,Person,xsd:date,,,who is the resting date of <X>,who is the resting date of <X>
restingPlace,resting place,Person,Place,http://dbpedia.org/ontology/restingPlace,24384,who is the resting place of <X>,who is the resting place of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/restingPlace> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/restingPlace> [] . ?a a <http://dbpedia.org/ontology/Place> }
restingPlacePosition,resting place position,Person,geo:SpatialThing,http://dbpedia.org/ontology/restingPlacePosition,538,who is the resting place position of <X>,who is the resting place position of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/restingPlacePosition> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/restingPlacePosition> [] . ?a a <http://dbpedia.org/ontology/Place> }
retirementDate,retirement date,Person,xsd:date,,,who is the retirement date of <X>,who is the retirement date of <X>
roleInEvent,A Person's role in an event,Agent,Event,,,what is the A Person's role in an event of <X>,what is the A Person's role in an event of <X>
salary,salary,Person,Currency,http://dbpedia.org/ontology/salary,406,who is the salary of <X>,who is the salary of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/salary> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/salary> [] . ?a a <http://dbpedia.org/ontology/Place> }
scene,scene,Person,xsd:string,,,who is the scene of <X>,who is the scene of <X>
school,school,Person,EducationalInstitution,http://dbpedia.org/ontology/school,5614,who is the school of <X>,who is the school of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/school> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/school> [] . ?a a <http://dbpedia.org/ontology/Place> }
season,season,Agent,owl:Thing,http://dbpedia.org/ontology/season,10915,what is the season of <X>,what is the season of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/season> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/season> [] . ?a a <http://dbpedia.org/ontology/Place> }
seasonManager,season manager,Person,xsd:string,,,who is the season manager of <X>,who is the season manager of <X>
second,second,Person,xsd:nonNegativeInteger,,,who is the second of <X>,who is the second of <X>
seiyu,seiyu,Person,Person,,,who is the seiyu of <X>,who is the seiyu of <X>
sentence,sentence,Person,xsd:string,,,who is the sentence of <X>,who is the sentence of <X>
sex,sex,Person,xsd:string,http://dbpedia.org/ontology/sex,4036,who is the sex of <X>,who is the sex of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/sex> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/sex> [] . ?a a <http://dbpedia.org/ontology/Place> }
sexualOrientation,sexual orientation,Person,owl:Thing,,,who is the sexual orientation of <X>,who is the sexual orientation of <X>
shoeNumber,shoe number,Person,xsd:positiveInteger,http://dbpedia.org/ontology/shoeNumber,25,who is the shoe number of <X>,who is the shoe number of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/shoeNumber> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/shoeNumber> [] . ?a a <http://dbpedia.org/ontology/Place> }
shoeSize,shoe size,Person,xsd:string,http://dbpedia.org/ontology/shoeSize,376,who is the shoe size of <X>,who is the shoe size of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/shoeSize> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/shoeSize> [] . ?a a <http://dbpedia.org/ontology/Place> }
shoot,shoot,Person,xsd:string,,,who is the shoot of <X>,who is the shoot of <X>
shortProgCompetition,short prog competition,Person,xsd:string,,,who is the short prog competition of <X>,who is the short prog competition of <X>
shortProgScore,short prog score,Person,xsd:string,,,who is the short prog score of <X>,who is the short prog score of <X>
sibling,sibling,Person,Person,,,who is the sibling of <X>,who is the sibling of <X>
signature,signature,Person,xsd:string,http://dbpedia.org/ontology/signature,1912,who is the signature of <X>,who is the signature of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/signature> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/signature> [] . ?a a <http://dbpedia.org/ontology/Place> }
significantProject,significant project,Person,owl:Thing,http://dbpedia.org/ontology/significantProject,1382,who is the significant project of <X>,who is the significant project of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/significantProject> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/significantProject> [] . ?a a <http://dbpedia.org/ontology/Place> }
skinColor,skin color,Person,xsd:string,,,who is the skin color of <X>,who is the skin color of <X>
specialTrial,special trial,Person,xsd:nonNegativeInteger,,,who is the special trial of <X>,who is the special trial of <X>
speciality,speciality,Person,xsd:string,,,who is the speciality of <X>,who is the speciality of <X>
sportDiscipline,sport discipline,Person,Sport,,,who is the sport discipline of <X>,who is the sport discipline of <X>
sportsFunction,sports function,Person,xsd:string,,,who is the sports function of <X>,who is the sports function of <X>
spouse,spouse,Person,Person,http://dbpedia.org/ontology/spouse,37781,who is the spouse of <X>,who is the spouse of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/spouse> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/spouse> [] . ?a a <http://dbpedia.org/ontology/Place> }
spouseName,spouse name,Person,xsd:string,,,who is the spouse name of <X>,who is the spouse name of <X>
startCareer,start career,Person,xsd:string,,,who is the start career of <X>,who is the start career of <X>
startReign,start reign,Person,skos:Concept,,,who is the start reign of <X>,who is the start reign of <X>
startWct,start xct,Person,xsd:string,,,who is the start xct of <X>,who is the start xct of <X>
startWqs,start wqs,Person,xsd:string,,,who is the start wqs of <X>,who is the start wqs of <X>
stateOfOrigin,state of origin,Person,Country,http://dbpedia.org/ontology/stateOfOrigin,38461,who is the state of origin of <X>,who is the state of origin of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/stateOfOrigin> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/stateOfOrigin> [] . ?a a <http://dbpedia.org/ontology/Place> }
statusManager,status manager,Person,xsd:string,,,who is the status manager of <X>,who is the status manager of <X>
student,student,Person,Person,,,who is the student of <X>,who is the student of <X>
tattoo,tattoo,Person,xsd:string,,,who is the tattoo of <X>,who is the tattoo of <X>
teamManager,team manager,Person,SportsTeam,,,who is the team manager of <X>,who is the team manager of <X>
temple,temple,Person,xsd:string,,,who is the temple of <X>,who is the temple of <X>
templeYear,temple year,Person,xsd:string,,,who is the temple year of <X>,who is the temple year of <X>
tessitura,tessitura,Person,xsd:string,,,who is the tessitura of <X>,who is the tessitura of <X>
third,third,Person,xsd:nonNegativeInteger,,,who is the third of <X>,who is the third of <X>
titleDate,title date,Person,xsd:date,,,who is the title date of <X>,who is the title date of <X>
tvShow,tvShow,Person,TelevisionShow,,,who is the tvShow of <X>,who is the tvShow of <X>
usopenWins,usopen wins,Person,skos:Concept,,,who is the usopen wins of <X>,who is the usopen wins of <X>
usurper,usurper,Person,Person,,,who is the usurper of <X>,who is the usurper of <X>
victory,victory,Person,xsd:nonNegativeInteger,,,who is the victory of <X>,who is the victory of <X>
victoryAsMgr,victory as manager,Person,xsd:nonNegativeInteger,,,who is the victory as manager of <X>,who is the victory as manager of <X>
victoryPercentageAsMgr,victory percentage as manager,Person,xsd:double,,,who is the victory percentage as manager of <X>,who is the victory percentage as manager of <X>
waistSize,waist size,Person,Length,http://dbpedia.org/ontology/waistSize,394,who is the waist size of <X>,who is the waist size of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/waistSize> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/waistSize> [] . ?a a <http://dbpedia.org/ontology/Place> }
weddingParentsDate,Parents Wedding Date,Person,xsd:date,,,who is the Parents Wedding Date of <X>,who is the Parents Wedding Date of <X>
world,world,Person,skos:Concept,,,who is the world of <X>,who is the world of <X>
worldTournament,world tournament,Person,Tournament,,,who is the world tournament of <X>,who is the world tournament of <X>
worldTournamentBronze,world tournament bronze,Person,xsd:nonNegativeInteger,,,who is the world tournament bronze of <X>,who is the world tournament bronze of <X>
worldTournamentGold,world tournament gold,Person,xsd:nonNegativeInteger,,,who is the world tournament gold of <X>,who is the world tournament gold of <X>
worldTournamentSilver,world tournament silver,Person,xsd:nonNegativeInteger,,,who is the world tournament silver of <X>,who is the world tournament silver of <X>
